title_zh,title_en,release_year,listed_in_zh_en,description,rating,duration_min,genre_list
慢慢來,Slow Country,2017,"劇情片 (Drama), International Movies",年輕母親為了摆脱賣淫生活的困境，試圖智取毫不留情的老闆，這位老闆一心要保住自己的寶貴資產。,TV-MA,115.0,"['Dramas', 'International Movies']"
翻譯結果: 駿馬奇遇記：聖誕的靈感,Spirit Riding Free: Spirit of Christmas,2019,Children & Family Movies,《Lucky和朋友們必須在一塊墜落的巨石和嚴重的暴雪擱置了他們的旅行計畫後，找出如何及時回家過聖誕節的方法。》,TV-Y7,46.0,['Children & Family Movies']
戲弄大師高木同學,Teasing Master Takagi-san,2019,"Anime Series, 國際影集 (International TV), 愛情片 (Romance)",在學校時總是被同班同學高木同學取笑的西片，發誓要報復她，試圖（結果卻失敗地）以其人之道還治其人之身。,TV-PG,1.0,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']"
被選中的人,The Chosen One,2019,"國際影集 (International TV), 劇情片 (Drama), TV Mysteries",三位醫生決心將茲卡病毒疫苗帶到遙遠的潘塔納爾地區，卻與一位靈性治療者發生衝突，並被捲入他的神秘教派之中。,TV-MA,2.0,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
自白殺手,The Confession Killer,2019,"懸疑片 (Suspense), 訪談式紀錄劇集 (Docuseries)",亨利·李·盧卡斯因自白數百起未解謀殺案而聲名大噪。這部紀錄片系列探討真相以及可怕的後果。,TV-14,1.0,"['Crime TV Shows', 'Docuseries']"
聖誕三日,Three Days of Christmas,2019,"國際影集 (International TV), Spanish-Language TV Shows, 劇情片 (Drama)",四姐妹在三個不同的時間段裡面，共同面對家庭的戲劇和秘密，而這一切都發生在聖誕節。,TV-MA,1.0,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']"
黑道王妃,Triad Princess,2019,"懸疑片 (Suspense), 國際影集 (International TV), 愛情片 (Romance)",在擠進一個名人保鏢的工作後，一位縱橫捭阖的黑社會大佬女兒打亂了一位電視明星的生活，並找到了愛情。,TV-MA,1.0,"['Crime TV Shows', 'International TV Shows', 'Romantic TV Shows']"
逼婚先生,Wives on Strike,2016,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一群當地婦女聯合起來，拯救一名受恐懼的年輕女孩不嫁，發起一場搞笑的罷工抗議他們的沮喪丈夫。,TV-14,92.0,"['Comedies', 'Dramas', 'International Movies']"
絕妙好妻: 革命時刻,Wives on Strike: The Revolution,2017,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一名婦女在家遭受嚴重毆打後，她意志堅強的朋友們站出來反抗丈夫，為家暴受害者尋求正義。,TV-PG,93.0,"['Comedies', 'Dramas', 'International Movies']"
聖誕王子：皇室寶貝,A Christmas Prince: The Royal Baby,2019,"Children & Family Movies, 劇情片 (Drama), 愛情片 (Romance)",聖誕節為阿爾多維亞帶來了最終的禮物：一個皇室寶寶。但首先，安柏王后必須解開一個關於君主制的神秘，以拯救她的家人和王國。,TV-PG,85.0,"['Children & Family Movies', 'Dramas', 'Romantic Movies']"
爱尔兰人：對話篇,The Irishman: In Conversation,2019,紀錄片 (Documentary),跟著導演馬丁·斯科塞斯一起坐下來，與明星羅伯特·德尼羅、艾爾·帕西諾和喬·佩西一起，深入探索影集《The Irishman》的內幕。,TV-MA,24.0,['Documentaries']
V戰爭,V Wars,2019,"動作片 (Action), 劇情片 (Drama), 恐怖片 (Horror)",一種迅速蔓延的疾病將受害者變成吸血鬼，將兩個死黨對立，展開一場為了人類未來而戰的鬥爭。,TV-MA,1.0,"['TV Action & Adventure', 'TV Dramas', 'TV Horror']"
最後的大佬,The Last O.G.,2019,喜劇片 (Comedy),在15年的監獄生活後，一位心地善良的前毒販回到布魯克林，希望重新開始，卻發現一切都已經改變了。變化很大。,TV-MA,2.0,['TV Comedies']
網球王子 ~ 比賽！網球少年 ~,The Prince of Tennis ~ Match! Tennis Juniors ~,2019,"國際影集 (International TV), 劇情片 (Drama), Teen TV Shows",網球天才在克服種種困難後，在球場上傑出表現，同時兼顧學業，並激勵隊友。改編自久野宗弘的暢銷漫畫系列。,TV-PG,1.0,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']"
愛情之路,The Road to Love,2019,"國際影集 (International TV), 愛情片 (Romance), Spanish-Language TV Shows",在和父親吵架後，一名來自貨車司機家族的年輕女子被趕出家門，必須靠自己努力成為一名成功的貨車司機。,TV-14,1.0,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']"
蒂凡尼哈迪施：黑色米茲瓦,Tiffany Haddish: Black Mitzvah,2019,Stand-Up Comedy,在她40歲生日那天，蒂凡尼·哈迪什推出了一部充滿歌唱、跳舞和大膽反思的特別影集，講述她走向成為女性的漫長道路。,TV-MA,56.0,['Stand-Up Comedy']
夜行飛船,Nightflyers,2018,"恐怖片 (Horror), TV Mysteries, 奇幻片 (Fantasy)",隨著人類的未來岌岌可危，一群科學家和一位強大的心靈感應者搭乘一艘充滿秘密的太空船進入虛空。,TV-MA,1.0,"['TV Horror', 'TV Mysteries', 'TV Sci-Fi & Fantasy']"
灰姑娘的聖誕許願,A Cinderella Story: Christmas Wish,2019,"Children & Family Movies, 喜劇片 (Comedy), 音樂歌舞片 (Musical)",盡管她自戀的繼母和刻薄的繼姐妹，一位有抱負的歌手在聖誕樹場當一名小精靈，並找到了自己的假日奇蹟。,PG,86.0,"['Children & Family Movies', 'Comedies', 'Music & Musicals']"
玩偶寶貝,Baby Dolls,2019,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)",當兩姐妹從加拿大到旁遮普探望母親的家人時，他們發現了一個修復與祖母關係的機會。,TV-PG,127.0,"['Comedies', 'International Movies', 'Romantic Movies']"
寇特班克,Cut Bank,2014,"劇情片 (Drama), 驚悚片 (Thriller)",一個小鎮裡的夢想家確信自己意外拍攝到一起謀殺案，認為自己找到了一個金礦，但卻被捲入一個充滿貪婪和欺騙的暴力故事中。,R,93.0,"['Dramas', 'Thrillers']"
死門徒,Dead Kids,2019,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一個社交遲緩的青少年和一群不合群的人結成了情感聯繫，他們密謀綁架學校裡那個自負的富孩子，然而他們的綁架計劃卻變得致命。,TV-MA,94.0,"['Dramas', 'International Movies', 'Thrillers']"
東區人,Eastsiders,2018,"喜劇片 (Comedy), 劇情片 (Drama)",卡爾在發現他的伴侶湯姆出軌時，陷入了一段滑稽而黑暗的時間，他轉而向朋友尋求幫助。,TV-MA,4.0,"['TV Comedies', 'TV Dramas']"
尊貴友情,High End Yaariyan,2019,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)",從浪漫追求到他們的友誼，一群年輕男子在倫敦的公寓中共同面對著感情關係的複雜。,TV-14,120.0,"['Comedies', 'International Movies', 'Romantic Movies']"
鐵拳與功夫踢,Iron Fists and Kung-Fu Kicks,2019,"紀錄片 (Documentary), International Movies",這部紀錄片探討了香港武打電影對影視製作的影響，從邵氏兄弟到現代好萊塢大片。,TV-MA,108.0,"['Documentaries', 'International Movies']"
金猴,Jindua,2017,"劇情片 (Drama), International Movies, 愛情片 (Romance)",一個印度男子在加拿大和當地公民結婚，以合法化他的移民身份。唯一的問題是？他女朋友並不喜歡他的新妻子。,TV-14,135.0,"['Dramas', 'International Movies', 'Romantic Movies']"
湖畔的約定,Lakeeran,2016,"劇情片 (Drama), International Movies, 愛情片 (Romance)",因為在一起致命車禍中感到內疚，一名年輕的僑民回到旁遮普，並愛上了一名有著自己創傷的女子。,TV-PG,111.0,"['Dramas', 'International Movies', 'Romantic Movies']"
馬西 NRI,Mahi NRI,2017,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一位旁遮普男子試圖在倫敦建立一個新生活，希望能給女友的母親留下深刻印象。女友的母親堅持女兒要嫁給印度以外的男子。,TV-14,134.0,"['Comedies', 'Dramas', 'International Movies']"
宿命,Qismat,2018,"劇情片 (Drama), International Movies, 愛情片 (Romance)",一名年輕村民搬到昌迪加爾，並愛上了他活潑的鄰居，但他們的愛情故事受到幾次令人心碎的命運轉折的影響。,TV-PG,137.0,"['Dramas', 'International Movies', 'Romantic Movies']"
太空叢林,Space Jungle,2016,"Kids' TV, Korean TV Shows, 喜劇片 (Comedy)",一艘損壞的太空船使四隻非常小的外星人滯留在地球上，他們發現了一個冒險（和奇怪的危險！），這是他們從未預料到的。,TV-Y,2.0,"[""Kids' TV"", 'Korean TV Shows', 'TV Comedies']"
揮杆出擊：阿莉亞·莊甜娜,Tee Shot: Ariya Jutanugarn,2019,"Children & Family Movies, 劇情片 (Drama), International Movies",這部傳記片跟隨職業高爾夫球手Ariya Jutanugarn從童年神童到世界排名第一的LPGA巡迴賽之旅。,TV-14,103.0,"['Children & Family Movies', 'Dramas', 'International Movies']"
不法之徒,Thug Life,2017,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一個快速致富的計劃出了差錯，一群朋友意外發現了一個危險的陰謀，最後被誤認為壞人。,TV-14,133.0,"['Comedies', 'Dramas', 'International Movies']"
流浪的星星,Wandering Stars,2019,"紀錄片 (Documentary), International Movies, 音樂歌舞片 (Musical)",在面對創作壓力和個人困擾時，法國饒舌歌手Nekfeu在這部紀錄片中展開了一場全球尋求音樂靈感的旅程。,TV-MA,95.0,"['Documentaries', 'International Movies', 'Music & Musicals']"
為什麼是我？,Why Me?,2015,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一位年輕的檢察官被分派處理一個涉及同事的職業生涯關鍵案件，但很快開始質疑控罪背後的動機。,TV-MA,126.0,"['Dramas', 'International Movies', 'Thrillers']"
巧克力,Chocolate,2019,"國際影集 (International TV), Korean TV Shows, 愛情片 (Romance)",通過過去和現在的有意義的餐飲聚會，一名醫生和一名廚師在開始在安寧病房工作時重新相遇。,TV-14,1.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
瓜地馬拉：瑪雅世界之心,Guatemala: Heart of the Mayan World,2019,"紀錄片 (Documentary), International Movies",從米納斯山脈到埃斯基普拉斯，探索瓜地馬拉豐富的文化和地質，包括古代馬雅城市和其他自然奇觀。,TV-G,67.0,"['Documentaries', 'International Movies']"
卓雅的命運,The Zoya Factor,2019,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一位愚蠢的文案撰寫員無意中說服印度板球隊她是他們的幸運吉祥物，讓不信迷信的隊長感到不悅。,TV-14,135.0,"['Comedies', 'Dramas', 'International Movies']"
大西洋情魔,Atlantics,2019,"劇情片 (Drama), Independent Movies, International Movies",安排與一位富有男子結婚的年輕艾達，在她真愛在一次移民嘗試中失踪時感到崩潰，直到一次奇蹟使他們重聚。,TV-14,106.0,"['Dramas', 'Independent Movies', 'International Movies']"
芯片和土豆,Chip and Potato,2019,Kids' TV,可愛的巴哥狗Chip開始上幼稚園，結交新朋友，嘗試新事物 - 在她的秘密老鼠朋友Potato的幫助下。,TV-Y,2.0,"[""Kids' TV""]"
瘋狂的人們,Crazy people,2018,"喜劇片 (Comedy), International Movies, 驚悚片 (Thriller)",尼日利亞影星拉姆齊·努阿得知有人冒充他的身份，他越獄出院，要揭露冒名者。,TV-MA,107.0,"['Comedies', 'International Movies', 'Thrillers']"
迷失的手臂,I Lost My Body,2019,"劇情片 (Drama), Independent Movies, International Movies",愛情、神秘和冒險交織在一起，一個年輕人墜入愛河，一隻斷手在巴黎尋找它的主人，這部迷人的動畫電影。,TV-MA,81.0,"['Dramas', 'Independent Movies', 'International Movies']"
卡盧希：索羅門·馬蘭古的故事,Kalushi: The Story of Solomon Mahlangu,2016,"劇情片 (Drama), International Movies",一部描寫南非解放戰士索羅門·馬蘭古的生平及時代的影集，他與種族隔離的力量抗爭。,TV-MA,107.0,"['Dramas', 'International Movies']"
皇后大人,La Reina del Sur,2019,"懸疑片 (Suspense), 國際影集 (International TV), Spanish-Language TV Shows",這部令人欽佩的劇集講述了傳奇女性特蕾莎·門多薩的故事，她被認為征服了毒品走私的世界。,TV-MA,2.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
拉各斯真假人生,Lagos Real Fake Life,2018,"喜劇片 (Comedy), International Movies",兩個懶散的朋友爭相追逐富有又美麗的女性的注意，卻發現她們奢華的生活方式都是假的。,TV-MA,118.0,"['Comedies', 'International Movies']"
發薪日,Payday,2018,"喜劇片 (Comedy), Independent Movies, International Movies",兩名室友在一次昂貴的夜晚之後捲入了一場持續一整夜的冒險，以尋回租金來支付已故房東的女兒。,TV-MA,110.0,"['Comedies', 'Independent Movies', 'International Movies']"
特務過招,The Accidental Spy,2017,"動作片 (Action), 喜劇片 (Comedy), International Movies",一位心碎的護士搬到倫敦，參加一個真人實境秀的試鏡，沒想到卻意外地變成了真實生活中的卡特爾劇情。,TV-MA,104.0,"['Action & Adventure', 'Comedies', 'International Movies']"
魅力繼母,The Charming Stepmom,2019,"國際影集 (International TV), 愛情片 (Romance), 喜劇片 (Comedy)",一位古怪的時尚學生成為了一位帥氣鰥夫的三個孩子的保姆，經歷了一連串愚蠢的惡作劇和計畫。,TV-14,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
孤島生存,The Island,2018,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",一位上校發現政府有爭議的情報，他做出驚人的發現，必須決定是否揭露，或是冒著生命危險。,TV-14,93.0,"['Dramas', 'International Movies', 'Thrillers']"
聖誕節狂潮,Holiday Rush,2019,"Children & Family Movies, 劇情片 (Drama)",一位喪偶的廣播主持人和他那四個被寵壞的孩子，在聖誕節前生活突然變得緊繃，他們必須共同減少開銷，共同努力度過。,TV-PG,94.0,"['Children & Family Movies', 'Dramas']"
鐵甲萊維斯,Levius,2019,"Anime Series, 國際影集 (International TV)",年輕的利維厄斯在他叔叔的指導下在殘酷的金屬拳擊世界中崛起。拳擊場外的勢力也一直關注著他。,TV-14,1.0,"['Anime Series', 'International TV Shows']"
女人的地方,Lugar de Mulher,2019,"國際影集 (International TV), Stand-Up Comedy & Talk Shows, 喜劇片 (Comedy)",四位來自巴西的喜劇演員就性愛、政治、宗教和母性進行了評論，並設法證明女性可以在任何她想要的地方找到自己的位置。,TV-MA,1.0,"['International TV Shows', 'Stand-Up Comedy & Talk Shows', 'TV Comedies']"
愉快的節日，無論發生什麼事,Merry Happy Whatever,2019,喜劇片 (Comedy),一位在洛杉磯掙扎的音樂家試圖在聖誕節期間的十天裡贏得他新女友的古怪父親和古怪但關係密切的兄弟姐妹們的喜愛。,TV-PG,1.0,['TV Comedies']
神話狂想者,Mythomaniac,2019,"國際影集 (International TV), 喜劇片 (Comedy), 劇情片 (Drama)",精疲力竭且被視為理所當然的職業媽媽懷疑她的伴侶外遇，為了重新吸引他的注意，她假裝患上了疾病。,TV-MA,1.0,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
